id,story,query,target,parse,gender,f_comb,ans
49,[Margaret] and her brother [Casey] gave gift to their mother [Shirley] [Shirley] likes to cut the hair of her daughter [Constance]. [Constance]'s sister [Margaret] went to beauty school and taught them all how to cut hair expertly.,"('Casey', 'Margaret')",sister,"brother(""Margaret"", ""Casey""). sister(""Casey"", ""Margaret""). mother(""Margaret"", ""Shirley""). son(""Shirley"", ""Casey""). daughter(""Shirley"", ""Margaret""). daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). sister(""Constance"", ""Margaret""). sister(""Margaret"", ""Constance"").",,mother-daughter,['sister']
50,"[Allen] called his brother [Michael] on the phone. He wanted to go out for some beers. [Eric] took his son [Michael] for boxing lessons. He felt the boy needed to toughen up. [Arthur] needed his brother, [Michael], to help with a problem [Eric] was proud of his son, [Arthur].","('Eric', 'Allen')",son,"brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen""). son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). brother(""Arthur"", ""Michael""). brother(""Michael"", ""Arthur""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric"").",,son-brother,['son']
51,"[Patty]'s sister [Dorothy] informed her than [Patty]'s grandmother [Karen] had slipped in the kitchen and injured her ankle. [Patty] was excited for today, its her daughter's, [Kristen], spring break. She will finally get to see her. [Dorothy] was celebrating her birthday with her mother [Kristen].","('Dorothy', 'Karen')",grandmother,"sister(""Patty"", ""Dorothy""). sister(""Dorothy"", ""Patty""). grandmother(""Patty"", ""Karen""). granddaughter(""Karen"", ""Patty""). daughter(""Patty"", ""Kristen""). mother(""Kristen"", ""Patty""). mother(""Dorothy"", ""Kristen""). daughter(""Kristen"", ""Dorothy"").",,sister-grandmother,['grandmother']
52,"[Theresa]'s sister, [Robin], recently started acting. [Sarah] misses her father [Edward] when she is at school. [Edward]'s sister, [Robin], participated in the dance contest. [Edward] and his sister [Theresa] are going for a walk.","('Sarah', 'Theresa')",aunt,"sister(""Theresa"", ""Robin""), sister(""Robin"", ""Theresa""), father(""Sarah"", ""Edward""), daughter(""Edward"", ""Sarah""), sister(""Edward"", ""Robin""), brother(""Robin"", ""Edward""), sister(""Edward"", ""Theresa""), brother(""Theresa"", ""Edward"").",,father-sister,['aunt']
53,"[Carl] loves his grandma, [Karen] very much. He frequently visits [Karen] and her husband, [Kyle], at their house. [Carl] and his brother [Michael] are excited to go fishing this weekend. [Karen] is letting her grandson [Michael] borrow her fishing rod.","('Kyle', 'Carl')",grandson,"grandmother(""Carl"", ""Karen""). grandson(""Karen"", ""Carl""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). brother(""Carl"", ""Michael"").",,wife-grandson,['grandson']
54,"[Karen] and her daughter [Kristen] went to church. They were both very religious. [Karen] was so excited to learn that her son [Eric] got accepted into college. [Eric] woke up and said hello to his wife, [Robin]. [Kristen] called her brother, [Eric], up to see how he was doing after surgery.","('Karen', 'Robin')",daughter-in-law,"daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen""). wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric"").",,son-wife,['daughter-in-law']
55,"[Shirley]'s mother, [Karen], was feeling tired from hiking so [Shirley] asked her daughter [Constance] to get some water for [Karen]. [Shirley] had to pick her son [Casey] up from school because the schools' bus was broke down. [Casey] is one of [Constance]'s brothers. They have lots of fun together.","('Constance', 'Karen')",grandmother,"mother(""Shirley"", ""Karen""), daughter(""Karen"", ""Shirley""). daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). brother(""Constance"", ""Casey""), sister(""Casey"", ""Constance"").",,mother-mother,['grandmother']
56,"[Eric] was proud of his son, [Michael]. [Michael] went fishing with is uncle [Vernon] last weekend. [Allen] and his father [Eric] went to the golf course in town on Saturday and had a great time. [Michael] and his brother [Allen] went to the arcade. They had a wonderful time.","('Eric', 'Vernon')",brother,"son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). uncle(""Michael"", ""Vernon""). nephew(""Vernon"", ""Michael""). son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). brother(""Michael"", ""Allen""). brother(""Allen"", ""Michael"").",,son-uncle,['brother']
57,"[Eric] is proud of his son. His name is [Allen]. [Allen] and his brother [Michael] went to the arcade. They had a wonderful time. [Allen] and his brother, [Arthur], were fighting over a toy. [Michael], [Arthur]'s older brother, came by and took the toy, so neither of them were able to have it.","('Michael', 'Eric')",father,"son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen""). brother(""Allen"", ""Arthur""). brother(""Arthur"", ""Allen""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael"").",,brother-father,['father']
58,"[Shirley] and her daughter [Constance] went out to dinner. [Constance] does n't like having to babysit her younger brother, [Casey]. [Constance] is looking for a good gift for her sister [Margaret]. [Margaret] does n't like her brother [Casey].","('Shirley', 'Casey')",son,"daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). brother(""Constance"", ""Casey""). sister(""Casey"", ""Constance""). sister(""Constance"", ""Margaret""). sister(""Margaret"", ""Constance""). brother(""Margaret"", ""Casey""). sister(""Casey"", ""Margaret"").",,daughter-brother,['son']
59,"[Theresa] could n't wait to get off the plane to see her mother, [Michelle]. [Michelle] and her sister [Amanda] played golf together. [Michelle] won easily. [Barry] was eating dinner with his wife [Amanda]. Suddenly, [Amanda] got a call from her mother, [Theresa].","('Barry', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). sister(""Amanda"", ""Michelle""). wife(""Barry"", ""Amanda""). husband(""Amanda"", ""Barry"").",,wife-mother,['mother-in-law']
60,"[Kristen]'s daughter, [Dorothy], just graduated high school. [Shirley] and her sister [Kristen] braided each other's hair before school. [Kyle] and his daughter [Kristen] go to the beach every year. They always have an amazing time. [Shirley] is teaching her niece, [Dorothy] how to bake a homemade apple pie.","('Kyle', 'Shirley')",daughter,"daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). sister(""Kristen"", ""Shirley""). sister(""Shirley"", ""Kristen""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). niece(""Shirley"", ""Dorothy""). aunt(""Dorothy"", ""Shirley"").",,daughter-sister,['daughter']
61,"[Kristen]'s daughter, [Dorothy], asked her mom to read her a story. [Robin] and [Kristen] are sisters who have one brother named [Vernon]. [Vernon] is a great uncle of [Dorothy].","('Kristen', 'Robin')",sister,"daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). brother(""Kristen"", ""Vernon""). brother(""Robin"", ""Vernon""). great-uncle(""Dorothy"", ""Vernon""). great-niece(""Vernon"", ""Dorothy"").",,brother-sister,['sister']
62,"[Karen] took her son [Henry] to the park. [Kristen] was mad at her brother [Henry], because [Henry] had called her fat. [Kristen] wanted to go shopping and she asked her mother [Karen] to go with her. She then decided to ask her sister [Theresa] to go too.","('Theresa', 'Karen')",mother,"son(""Karen"", ""Henry""). mother(""Henry"", ""Karen""). brother(""Kristen"", ""Henry""). sister(""Henry"", ""Kristen""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). sister(""Kristen"", ""Theresa""). sister(""Theresa"", ""Kristen"").",,sister-mother,['mother']
63,[Arthur] and his brother [Allen] just talked on the phone for the first time in years. [Robin] had to pick her son [Allen] up from school because the schools' bus was broke down. [Lisa]'s husband [Arthur] got into an argument with his mother [Robin] again. It always makes her uncomfortable.,"('Lisa', 'Robin')",mother-in-law,"brother(""Arthur"", ""Allen""). sister(""Allen"", ""Arthur""). son(""Robin"", ""Allen""). mother(""Allen"", ""Robin""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). mother(""Arthur"", ""Robin"").",,husband-mother,['mother-in-law']
64,[Patty] and her brother [Sarah] were playing outside when her father [Edward] came out to say they should come in before it rains. [Lonnie] was very nervous talking with his wife [Sarah]. He was so nervous because he was going to meet [Sarah]'s father [Edward] for the first time.,"('Lonnie', 'Edward')",father-in-law,"brother(""Patty"", ""Sarah""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). wife(""Lonnie"", ""Sarah""). husband(""Sarah"", ""Lonnie""). father(""Sarah"", ""Edward"").",,wife-father,['father-in-law']
65,"[Shirley] went to the grocery store to get a snack for her son [Casey]. While there, [Shirley]'s daughter, [Raquel], called and asked her to get milk too. [Raquel] was on the phone with her brother [Casey] earlier. [Casey] had his grandfather [Kyle] over for Lunch.","('Raquel', 'Kyle')",grandfather,"son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). daughter(""Shirley"", ""Raquel""). mother(""Raquel"", ""Shirley""). brother(""Raquel"", ""Casey""). sister(""Casey"", ""Raquel""). grandfather(""Casey"", ""Kyle""). grandson(""Kyle"", ""Casey"").",,brother-grandfather,['grandfather']
66,"[Kyle] and his wife [Karen] were having a disagreement over finances. [Karen] thought [Kyle] was n't getting paid enough and needed to find a new job. [Karen] loves cooking for her son. His name is [Eric]. [Eric]'s brother, [Vernon], recently got elected as a senator. [Karen] likes taking her son [Vernon] to school.","('Kyle', 'Eric')",son,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen""). brother(""Eric"", ""Vernon""). son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen"").",,wife-son,['son']
67,[Sarah] and her sister [Dorothy] braided each other's hair before school. [Edward] is taking his daughter [Sarah] out for lunch. [Edward] has a daughter named [Dorothy] who visits him every Sunday for dinner. [Edward] needed someone to help him move out of his dorm last May. He asked his brother [Vernon] and he said he would help him.,"('Vernon', 'Sarah')",niece,"sister(""Sarah"", ""Dorothy""). sister(""Dorothy"", ""Sarah""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). daughter(""Edward"", ""Dorothy""). father(""Dorothy"", ""Edward""). brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward"").",,brother-daughter,['niece']
68,"[Robin] and her brother [Edward] were having a wonderful time at Disneyland. [Carl] was so excited to give his mother, [Robin], a really nice card for Mother's Day. He loves her very much. [Allen]'s brother [Carl] and mother [Robin] met him early in the morning before his college graduation.","('Carl', 'Edward')",uncle,"brother(""Robin"", ""Edward""), sister(""Edward"", ""Robin""), son(""Robin"", ""Carl""), mother(""Carl"", ""Robin""), brother(""Allen"", ""Carl""), brother(""Carl"", ""Allen""), mother(""Allen"", ""Robin"").",,mother-brother,['uncle']
69,"[Eric] told his wife, [Robin], that her son, [Michael], had been misbehaving. [Robin] said she'd take care of the situation. [Kristen] went with her nephew [Michael] to pick out a pet puppy for his birthday. [Eric] went to the baseball game with his son [Michael]","('Eric', 'Kristen')",sister,"wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric""). son(""Robin"", ""Michael""). mother(""Michael"", ""Robin""). father(""Michael"", ""Eric""). nephew(""Kristen"", ""Michael""). aunt(""Michael"", ""Kristen""). son(""Eric"", ""Michael""). father(""Michael"", ""Eric"").",,son-aunt,['sister']
70,"[Eddie] and his sister [Amanda] got their mother [Amanda] a new computer for her birthday. She really liked it. [Amanda]'s father is named [Henry]. [Henry] is taking his son [Eddie] on a camping trip for the weekend. [Henry] went to the store with his brother, [Vernon].","('Eddie', 'Vernon')",uncle,"sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). mother(""Amanda"", ""Eddie""). son(""Eddie"", ""Amanda""). father(""Amanda"", ""Henry""). daughter(""Henry"", ""Amanda""). father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). brother(""Henry"", ""Vernon""). brother(""Vernon"", ""Henry"").",,father-brother,"['brother', 'son', 'uncle', 'grandson', 'nephew']"
71,"[Dorothy] called her grandfather [Kyle] on the phone, and asked if he would be visiting her soon. [Kyle] told her he'd be over tomorrow. [Kyle] visited his daughter, [Kristen], for Christmas this year. [Dorothy] was sewing a sweater for her sister [Patty]. [Kristen] took her daughter [Dorothy] to see a movie on Friday. She let her pick the movie and she enjoyed it very much.","('Patty', 'Kyle')",grandfather,"grandfather(""Dorothy"", ""Kyle""). granddaughter(""Kyle"", ""Dorothy""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Dorothy"", ""Patty""). sister(""Patty"", ""Dorothy""). daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen"").",,sister-grandfather,['grandfather']
72,[Margaret] and her mother [Shirley] went to volunteer at the homeless shelter last weekend. [Raquel] and her sister [Margaret] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Raquel] and her mother [Shirley] attended a play at the theater. [Drew] loves to dance with his wife. Her name is [Raquel].,"('Shirley', 'Drew')",son-in-law,"mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret""). sister(""Raquel"", ""Margaret""). mother(""Raquel"", ""Shirley""). daughter(""Shirley"", ""Raquel""). wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew"").",,daughter-husband,['son-in-law']
73,"[Kyle] took his granddaughter, [Raquel], to see a movie. [Raquel]'s sister [Margaret] cried because she could not go. [Shirley] wants to make a special meal for her daughter [Margaret]'s birthday. [Margaret] called her grandfather [Kyle] on the phone, and asked if he would be visiting her soon. [Kyle] told her he'd be over tomorrow.","('Shirley', 'Kyle')",father,"grandfather(""Raquel"", ""Kyle""). granddaughter(""Kyle"", ""Raquel""). sister(""Raquel"", ""Margaret""). sister(""Margaret"", ""Raquel""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret""). grandfather(""Margaret"", ""Kyle""). granddaughter(""Kyle"", ""Margaret"").",,daughter-grandfather,['father']
74,"[Raquel] and her mother [Shirley] had a coffee date, and [Raquel]'s sister [Margaret] showed up in the middle of it. [Kyle] was proud to attend [Shirley]'s graduation. He was very proud to have raised her into a successful young adult. [Margaret] was excited for today, its her daughter's, [Shirley], spring break. She will finally get to see her.","('Kyle', 'Margaret')",granddaughter,"mother(""Raquel"", ""Shirley""), daughter(""Shirley"", ""Raquel""), sister(""Raquel"", ""Margaret""), daughter(""Margaret"", ""Shirley""), daughter(""Michelle"", ""Karen""). father(""Shirley"", ""Kyle""), daughter(""Kyle"", ""Shirley""), daughter(""Margaret"",""Shirley"").","female(""Raquel""), female(""Shirley""), female(""Margaret""), male(""Kyle"").",daughter-daughter,['granddaughter']
75,[Kristen] and her daughter [Patty] went out for ice cream. [Kristen] got a cone and [Patty] got a sundae. [Edward] took his wife [Kristen] out on a date last weekend. [Edward] walked his daughters [Patty] and [Sarah] to school.,"('Sarah', 'Patty')",sister,"daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). daughter(""Edward"", ""Patty""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). sister(""Patty"", ""Sarah""). sister(""Sarah"", ""Patty"").",,father-daughter,['sister']
