id,story,query,target,parse,gender,f_comb,ans
4225,"[Carl]'s brother [Arthur] came over to help him renovate the kitchen. [Robin], [Carl]'s mother, brought over a home-made lunch. [Henry] was in the backyard throwing the baseball around with his uncle [Arthur]. [Robin] asked her son [Arthur] to help her fix her television.","('Robin', 'Henry')",brother,"brother(""Carl"", ""Arthur""). brother(""Arthur"", ""Carl""). mother(""Carl"", ""Robin""). son(""Robin"", ""Carl""). uncle(""Henry"", ""Arthur""). nephew(""Arthur"", ""Henry""). son(""Robin"", ""Arthur""). mother(""Arthur"", ""Robin"").",,son-uncle,[]
4229,"[Edward] and his brother [Eric] went to the football game together. [Eric] went on a roadtrip with his youngest child, [Allen]. [Shirley] was talking to her brothers [Eric] and [Edward] when her mother yelled for her to come inside.","('Edward', 'Allen')",nephew,"brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). child(""Eric"", ""Allen""). father(""Allen"", ""Eric""). brother(""Shirley"", ""Eric""). brother(""Shirley"", ""Edward""). sister(""Eric"", ""Shirley""). sister(""Edward"", ""Shirley""). mother(""Shirley"", ""UNK""). daughter(""UNK"", ""Shirley"").",,brother-son,[]
4233,"[Kyle] and [Karen] got married last fall. After 1 year of marriage, [Karen] gave birth to her first child [Eric]. [Karen] and her daughter [Shirley] went to church. They were both very religious. [Shirley] went on a vacation with her brother [Eric].","('Kyle', 'Eric')",son,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). child(""Karen"", ""Eric""), mother(""Eric"", ""Karen""). child(""Karen"", ""Shirley""), mother(""Shirley"", ""Karen""). brother(""Shirley"", ""Eric""), sister(""Eric"", ""Shirley"").",,wife-son,[]
4238,"[Arthur] did n't get along very well with his sister [Marlene] for some reason. [Marlene] loved her mother [Robin]. She was heartbroken when she heard [Robin] had suddenly passed away. [Allen] got a gift for his brother calvin. [Arthur]'s mother, [Robin], did n't like the gift and took it away from him.","('Allen', 'Robin')",mother,"sister(""Arthur"", ""Marlene""). brother(""Marlene"", ""Arthur""). mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). brother(""Allen"", ""Calvin""). brother(""Calvin"", ""Allen""). mother(""Arthur"", ""Robin""). son(""Robin"", ""Arthur"").",,brother-mother,[]
4240,"[Kristen] took her father [Kyle] and her daughter [Patty] to the park [Kristen] took her daughter, [Sarah], to lunch. [Sarah] and her sister [Patty] braided each other's hair before school.","('Patty', 'Kyle')",grandfather,"father(""Kristen"", ""Kyle""). daughter(""Kristen"", ""Patty""). daughter(""Kristen"", ""Sarah""). sister(""Sarah"", ""Patty""). sister(""Patty"", ""Sarah"").",,mother-father,[]
4242,"[Kristen] went on a fishing trip with her youngest child, [Ronald], and her brother [Henry]. [Karen] brought her daughter [Kristen] with her to watch her son [Henry]'s soccer game","('Henry', 'Ronald')",nephew,"child(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen""). brother(""Kristen"", ""Henry""). sister(""Henry"", ""Kristen""). daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). son(""Karen"", ""Henry""). mother(""Henry"", ""Karen"").",,sister-son,[]
4246,"[Michelle] was talking about food with her sister [Amanda]. [Verdie] adores her daughter [Theresa]. [Theresa] loves her very much, too. [Theresa] is ready to dye Easter eggs with [Michelle]! [Theresa] could n't wait to get off the plane to see her mother, [Amanda].","('Michelle', 'Verdie')",sister,"sister(""Michelle"", ""Amanda""). sister(""Amanda"", ""Michelle""). daughter(""Verdie"", ""Theresa""). mother(""Theresa"", ""Verdie""). mother(""Theresa"", ""Amanda""). daughter(""Amanda"", ""Theresa"").",,mother-daughter,[]
4253,[Carl] went to visit his grandmother [Karen]. She always loves it when he comes over. [Arthur] wanted to buy something special for his grandmother [Karen]. He did n't know what to get her so he asked his sister [Marlene] for advice. [Arthur] went to the wedding ceremony for his brother [Carl].,"('Marlene', 'Karen')",grandmother,"grandmother(""Carl"", ""Karen""). grandson(""Karen"", ""Carl""). grandmother(""Arthur"", ""Karen""). grandson(""Karen"", ""Arthur""). sister(""Arthur"", ""Marlene""). brother(""Arthur"", ""Carl""). brother(""Carl"", ""Arthur"").",,brother-grandmother,[]
4259,"[Dorothy] and her sister [Sarah] played golf together. [Dorothy] won easily. [Dorothy] received a very nice letter from her grandfather [Kyle]. [Sarah] met her grandfather, [Kyle], for ice cream. [Kristen] is married to Thomas and when she was 24, the couple welcomed [Sarah] into the world.","('Kristen', 'Kyle')",father,"sister(""Dorothy"", ""Sarah""). sister(""Sarah"", ""Dorothy""). grandfather(""Dorothy"", ""Kyle""). granddaughter(""Kyle"", ""Dorothy""). grandfather(""Sarah"", ""Kyle""). granddaughter(""Kyle"", ""Sarah""). wife(""Kristen"", ""Thomas""). husband(""Thomas"", ""Kristen""). mother(""Sarah"", ""Kristen""). father(""Sarah"", ""Thomas"").",,daughter-grandfather,[]
4285,[Kyle] is taking his grandson [Michael] to the doctor while his mother is at work. [Allen] went to his grand parent [Kyle] and [Karen] wedding anniversary [Allen] love his brother [Michael]. They are always playing together.,"('Karen', 'Allen')",grandson,"grandson(""Kyle"", ""Michael""). grandfather(""Michael"", ""Kyle""). grandparent(""Allen"", ""Kyle""). grandparent(""Allen"", ""Karen""). brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen"").",,husband-grandson,[]
4291,"[Karen] is a girl with a grandmother named [Amanda]. [Henry] took his daughter [Amanda] and son [Darnell] to see a ball game. [Darnell] was having an argument with her sister, [Amanda].","('Darnell', 'Karen')",grandmother,"grandmother(""Karen"", ""Amanda""). granddaughter(""Amanda"", ""Karen""). father(""Amanda"", ""Henry""). daughter(""Henry"", ""Amanda""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). sister(""Darnell"", ""Amanda""). brother(""Amanda"", ""Darnell"").",,sister-grandmother,[]
4336,[Kyle] is the proud father of [Shirley]. [Shirley] is the mother of [Casey] the traitor. [Casey]'s grandfather is [Kyle]. [Margaret] went on a vacation with her brother [Casey].,"('Margaret', 'Kyle')",grandfather,"father(""Kyle"", ""Shirley""). daughter(""Shirley"", ""Kyle""). mother(""Shirley"", ""Casey""). son(""Casey"", ""Shirley""). grandfather(""Kyle"", ""Casey""). grandson(""Casey"", ""Kyle""). brother(""Margaret"", ""Casey""). sister(""Casey"", ""Margaret"").",,brother-grandfather,[]
4345,[Edward] enjoys talking to his sister and her son. Her son is [Arthur]. [Eric]'s son [Michael] is in the hospital. [Michael]'s brother [Arthur] accidentally hit him with a hammer. [Arthur]'s father's name is [Eric].,"('Eric', 'Edward')",brother,"sister(""Edward"", ""[Unnamed]""). brother(""[Unnamed]"", ""Edward""). son(""[Unnamed]"", ""Arthur""). nephew(""Edward"", ""Arthur""). son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). brother(""Michael"", ""Arthur""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric"").",,son-uncle,[]
4350,[Robin] likes going to the mall with her aunt [Constance]. [Vernon] took his daughter [Raquel] to see a movie. [Raquel]'s sister [Constance] was sad because she was grounded and was not allowed to go. [Vernon] took her daughter [Constance] for ice cream.,"('Vernon', 'Robin')",sister,"aunt(""Robin"", ""Constance""). niece(""Constance"", ""Robin""). daughter(""Vernon"", ""Raquel""). father(""Raquel"", ""Vernon""). sister(""Raquel"", ""Constance""). sister(""Constance"", ""Raquel""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon"").",,daughter-aunt,[]
4405,"[Verdie] went car shopping with her brother [Darnell]. [Karen] went to visit her grandmother, [Verdie], in the retirement home. [John] has two siblings. His brother [Darnell] and sister [Verdie]","('Darnell', 'Karen')",grandmother,"brother(""Verdie"", ""Darnell""). sister(""Darnell"", ""Verdie""). grandmother(""Karen"", ""Verdie""). granddaughter(""Verdie"", ""Karen""). brother(""John"", ""Darnell""). sister(""John"", ""Verdie"").",,sister-grandmother,[]
4424,"[Stacy] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Casey]. [Casey]'s sister, [Constance], was crying, so he told her a joke. She laughed, and felt better. [Shirley] took her daughter, [Constance], to lunch. [Casey] looks to his loving mother [Shirley] for guidance in with his math homework.","('Stacy', 'Shirley')",mother-in-law,"father_in_law(""Stacy"", ""Ted""), daughter_in_law(""Ted"", ""Stacy""), son(""Ted"", ""Casey""), father(""Casey"", ""Ted""), sister(""Casey"", ""Constance""), brother(""Constance"", ""Casey""), mother(""Casey"", ""Shirley""), son(""Shirley"", ""Casey""), mother(""Constance"", ""Shirley""), daughter(""Shirley"", ""Constance"").",,husband-mother,[]
4428,"[Vernon] is in the same grade as his sister [Robin], but his sister [Theresa] is 2 years ahead of him. [Kristen] and her sister [Robin] have never been close. Still, they love each other because they are family. [Kristen]'s brother [Vernon] was going to be the star in the new show.","('Robin', 'Theresa')",sister,"sister(""Vernon"", ""Robin""). brother(""Robin"", ""Vernon"") sister(""Vernon"", ""Theresa""). brother(""Theresa"", ""Vernon"") sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen"").",,brother-sister,
4433,"[Edward]'s mother, [Karen], was worried about him. He had n't been eating. [Edward] is the loving father of his wonderful child [Dionne]. [Dionne] loves [Edward]. [Karen] decided to take a walk with her son [Henry] after dinner. [Henry]'s brother [Edward] did n't feel like walking so he stayed at home.","('Dionne', 'Karen')",grandmother,"mother(""Edward"", ""Karen""), son(""Karen"", ""Edward""). father(""Edward"", ""Dionne""). daughter(""Edward"", ""Dionne""). son(""Karen"", ""Henry""). mother(""Henry"", ""Karen""). brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry"").",,father-mother,[]
4445,[Robin] wanted her son [Allen] to pick up her medicine at the local pharmacy. [Allen] was working so he asked his brother [Carl] if would do it and he said yes. [Robin]'s son [Carl] and brother [Vernon] came to her birthday party last weekend.,"('Vernon', 'Carl')",nephew,"son(""Robin"", ""Allen""). mother(""Allen"", ""Robin""). brother(""Allen"", ""Carl""). son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""), brother(""Carl"", ""Allen""), brother(""Robin"", ""Vernon"").",,sister-son,[]
4465,"[Kyle] dropped his grandson [Lonnie] off at the school. Then he picked up coffee for himself and his wife [Karen]. [Kyle] is [Kristen]'s father. [Kristen] and her son, [Lonnie], decorated mugs at the craft fair together.","('Karen', 'Lonnie')",grandson,"grandson(""Kyle"", ""Lonnie""). grandfather(""Lonnie"", ""Kyle""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle"") daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). son(""Kristen"", ""Lonnie""). mother(""Lonnie"", ""Kristen"").",,husband-grandson,
4474,"[Raquel] took her mother, [Shirley], out for lunch. [Raquel] and her sister [Margaret] are the only children in their family. Sometimes [Margaret] has a hard time telling her mother, [Shirley] and her Mother's twin sister [Robin] apart. They are identical.","('Margaret', 'Robin')",aunt,"daughter(""Shirley"", ""Raquel""). mother(""Raquel"", ""Shirley""). sister(""Raquel"", ""Margaret""). sister(""Margaret"", ""Raquel""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). twin_sister(""Shirley"", ""Robin""). twin_sister(""Robin"", ""Shirley"").",,mother-sister,[]
4524,"i am looking forward, visiting with my aunt [Shirley], i really hope [Lisa] is their as well! [Robin] told her son, [Allen], to be nicer to his sister [Lisa]. [Robin]'s daughter, [Lisa], asked her mom to read her a story.","('Robin', 'Shirley')",sister,"aunt(""Shirley""). sister(""Allen"", ""Lisa""). brother(""Lisa"", ""Allen""). son(""Robin"", ""Allen""). mother(""Allen"", ""Robin""). daughter(""Robin"", ""Lisa""), mother(""Lisa"", ""Robin"").",,daughter-aunt,[]
4530,"[Benny] is husband of [Dorothy] and son of [Edward]. [Edward] is playing with his daughter [Patty] in the yard. After a while, [Patty]'s brother [Benny] joins them.","('Edward', 'Dorothy')",daughter-in-law," husband(""Dorothy"", ""Benny""). wife(""Benny"", ""Dorothy""). son(""Benny"", ""Edward""). father(""Edward"", ""Benny""). daughter(""Edward"", ""Patty""). father(""Patty"", ""Edward""). brother(""Patty"", ""Benny""). sister(""Benny"", ""Patty"")",,son-wife,
4577,"[Henry] is the loving father of his wonderful child [Christine]. [Christine] loves [Henry]. [Robin] it going back to Boston to visit her sister [Kristen] and her brother [Henry]. [Kristen] is one of my favorite students. She is the younger sister of [Henry], who I taught last year,","('Christine', 'Kristen')",aunt,"father(""Henry"", ""Christine""). child(""Christine"", ""Henry""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin""). brother(""Robin"", ""Henry""). brother(""Henry"", ""Robin""). sister(""Henry"", ""Kristen""). brother(""Kristen"", ""Henry"").",,father-sister,[]
4604,"[Dionne] went to Disneyland with her father, [Edward], and her brother [Jeffery]. [Edward] does not know he has a son named [Benny]. [Benny] was sad to learn that his sister [Dionne] was not going to make it to dinner like they had planned.","('Edward', 'Jeffery')",son,"father(""Dionne"", ""Edward""). daughter(""Edward"", ""Dionne""). brother(""Dionne"", ""Jeffery""). son(""Edward"", ""Jeffery"") son(""Edward"", ""Benny""). father(""Benny"", ""Edward""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne"").",,daughter-brother,
4657,"[Robin] could n't wait to get off the plane to see her mother, [Barbara]. [Lisa] called [Barbara], her sister, to see if she wanted to go out to eat. [Robin]'s daughter, [Lisa], just graduated high school. [Kyle] rushed to see his grandmother, [Lisa], in the hospital.","('Barbara', 'Kyle')",grandfather,"mother(""Robin"", ""Barbara""). daughter(""Barbara"", ""Robin""). sister(""Barbara"", ""Lisa""). sister(""Lisa"", ""Barbara""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). grandmother(""Kyle"", ""Lisa""). grandson(""Lisa"", ""Kyle"").",,sister-grandfather,[]
4692,"[Henry]'s son, [Barry], went to the candy store. [Barry]'s brother, [Eddie], went with him. [Eddie] was visiting his grandparents' house and saw [Karen] first. [Eddie] played catch with his dad, [Henry]","('Henry', 'Karen')",mother,"son(""Henry"", ""Barry""), father(""Barry"", ""Henry""). brother(""Barry"", ""Eddie""), brother(""Eddie"", ""Barry""). father(""Eddie"", ""Henry""), son(""Henry"", ""Eddie"").",,son-grandmother,[]
4699,[Barry]'s dad [Henry] is the CEO of the company. [Eddie] asked his brother [Barry] to help him fix his car and he said he would after he got off work. [Henry] and his son [Eddie] went to the park and saw [Henry]'s father [Kyle] there with his dog.,"('Eddie', 'Kyle')",grandfather,"father(""Barry"", ""Henry""). son(""Henry"", ""Barry""). brother(""Eddie"", ""Barry""). brother(""Barry"", ""Eddie"") son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry""). father(""Henry"", ""Kyle""). son(""Kyle"", ""Henry"")",,father-father,
4718,"[Karen] baked a special pie for her grandson [Allen]. [Barbara] borrowed some money from her brother [Allen]. [Barbara] went to her mother's house for a visit. Her sister [Marlene] was there as well. When [Barbara] got to the house, her mom was telling [Marlene] a story about how [Marlene]'s sibling [Allen] was always catching frogs and taking them into his bed.","('Barbara', 'Karen')",grandmother,"grandson(""Karen"", ""Allen""). grandmother(""Allen"", ""Karen""). brother(""Barbara"", ""Allen""). sister(""Barbara"", ""Allen""). mother(""Barbara"", ""Unknown""). daughter(""Unknown"", ""Barbara""). sister(""Barbara"", ""Marlene""). sister(""Marlene"", ""Barbara""). brother(""Marlene"", ""Allen""). sister(""Allen"", ""Marlene"")",,brother-grandmother,
4721,"[Robin] and her daughter [Marlene] went out to dinner. [Marlene] wanted her brother [Allen] to go to the park and play. Since Benajmin is under 13, he had to ask his grandfather [Kyle] if he could go to the park. [Robin] is [Allen]'s mother. She takes very good care of him.","('Kyle', 'Marlene')",granddaughter,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). brother(""Marlene"", ""Allen""). sister(""Allen"", ""Marlene""). grandfather(""Benjamin"", ""Kyle""). grandson(""Kyle"", ""Benjamin""). mother(""Allen"", ""Robin""). son(""Robin"", ""Allen"").",,grandson-sister,[]
4742,[Robin] takes her daughter [Lisa] to the store today to shop for school. [Robin]'s husband [Eric] calls her on the phone at the store. [Theresa] likes going to the mall with her aunt [Lisa]. [Eric] took his daughter [Lisa] to the zoo for her birthday. Then they went to go get some ice cream.,"('Eric', 'Theresa')",sister,"daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). husband(""Robin"", ""Eric""). wife(""Eric"", ""Robin""). aunt(""Theresa"", ""Lisa""). niece(""Lisa"", ""Theresa""). father(""Lisa"", ""Eric""). daughter(""Eric"", ""Lisa"").",,daughter-aunt,[]
4800,"[Robin] visited her brother [Vernon] in New York. His sister [Kristen] was there too. . One day [Vernon] the uncle of [Dionne], decided to surprise [Dionne] with a camping trip. [Dionne] had been wanting to go camping for a long time. [Dionne] and her mother [Kristen] went dress shopping on Saturday.","('Kristen', 'Robin')",sister,"brother(""Robin"", ""Vernon""). sister(""Vernon"", ""Kristen""). sister(""Robin"", ""Kristen""). uncle(""Dionne"", ""Vernon""). niece(""Vernon"", ""Dionne""). mother(""Dionne"", ""Kristen""). daughter(""Kristen"", ""Dionne"").",,brother-sister,[]
4811,"[Theresa] and her daughter [Christine] went out to dinner. [Henry] bought his daughter, [Christine], flowers. [Karen] went to visit her grandmother, [Christine], in the retirement home. [Theresa] thought about how fortunate she was as she watched the sunset on the beach with her husband [Henry].","('Theresa', 'Karen')",mother,"daughter(""Theresa"", ""Christine""), mother(""Christine"", ""Theresa""), daughter(""Henry"", ""Christine""), father(""Christine"", ""Henry""), grandmother(""Karen"", ""Christine""), granddaughter(""Christine"", ""Karen""), husband(""Theresa"", ""Henry""), wife(""Henry"", ""Theresa"").",,daughter-grandmother,[]
4817,"[Eric] is supporting his daughters, [Serena] and [Barbara] while they are in school. [Serena]'s sister [Barbara] painted a picture for [Serena]'s mother, [Robin].","('Robin', 'Barbara')",daughter,"father(""Serena"", ""Eric""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Serena""). daughter(""Eric"", ""Barbara""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). mother(""Serena"", ""Robin"").",,daughter-sister,[]
4828,"[Christine] was looking at her mother [Theresa] very closely. She was confused because [Theresa] was sitting next to her twin sister [Shirley]. [Christine] is a daughter of [Henry] it seems. [Theresa]'s husband, [Henry], went off to purchase jewelry for her.","('Shirley', 'Christine')",niece,"mother(""Christine"", ""Theresa""). daughter(""Theresa"", ""Christine""). twin(""Theresa"", ""Shirley""). twin(""Shirley"", ""Theresa""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa"").",,sister-daughter,[]
4834,"[Kristen] is a woman with a sister named [Robin]. [Kristen] went to the arcade with her niece, [Barbara]. They had lots of fun playing together. [Barbara] was celebrating her birthday with her mother [Robin]. [Barbara] is a daughter of [Eric] it seems.","('Eric', 'Kristen')",sister,"sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). niece(""Kristen"", ""Barbara""). aunt(""Barbara"", ""Kristen""). daughter(""Barbara"", ""Eric""). father(""Eric"", ""Barbara""). mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara"").",,daughter-aunt,[]
4904,"[Stacy] and [James] have a brother named [Andrew] [Stacy] and her father, [Vernon], went to the carnival. [Vernon] took [Stacy] on the Tilt-o-Whirl. [Vernon] is an engineer who loves to take his son [Andrew] to the science museum to help him learn about the world","('James', 'Andrew')",brother,"brother(""Stacy"", ""Andrew""). sister(""Andrew"", ""Stacy""). father(""Stacy"", ""Vernon""). daughter(""Vernon"", ""Stacy""). son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon"").",,sister-brother,[]
4910,"[Shirley] is taking her nephew [Barry] out for dinner. [Shirley] went on a fishing trip with her youngest child, [James], and her brother [Henry]. [Henry] is frustrated teaching his son how to drive. His son is [Barry].","('Henry', 'James')",nephew,"nephew(""Shirley"", ""Barry""). aunt(""Barry"", ""Shirley""). child(""Shirley"", ""James""). mother(""James"", ""Shirley""). brother(""Shirley"", ""Henry""). sister(""Henry"", ""Shirley""). son(""Henry"", ""Barry""). father(""Barry"", ""Henry"").",,sister-son,[]
4918,"[Karen] was over at her grandson [Jeffery]'s house for the holidays. [Benny], [Jeffery]'s brother, was n't able to make it. [Karen] and [Kyle] were shopping in the department store for clothes for their kids. Both of them needed to use the bathroom. They found the restroom signs, and [Kyle] identified the male sign and went into the male bathroom. [Karen] than identified the female sign on the stahl, and went to the bathroom there. [Karen] loves her grandson, [Benny], and he loves her too.","('Kyle', 'Benny')",grandson,"grandson(""Karen"", ""Jeffery""). grandmother(""Jeffery"", ""Karen""). brother(""Jeffery"", ""Benny""). brother(""Benny"", ""Jeffery""). grandmother(""Benny"", ""Karen""), grandson(""Karen"", ""Benny"").",,wife-grandson,[]
4937,"[Edward] went on a roadtrip with his youngest child, [Benny]. [Eric] and his sister [Shirley] are going for a walk. [Edward] and her sister [Shirley] decided to take a trip to Mexico together. [Eric] took his brother [Edward] out to get drinks after a long work week.","('Eric', 'Benny')",nephew,"child(""Edward"", ""Benny""). father(""Benny"", ""Edward""). sister(""Eric"", ""Shirley""). brother(""Shirley"", ""Eric""). sister(""Edward"", ""Shirley""). sister(""Shirley"", ""Edward""). brother(""Eric"", ""Edward""). brother(""Edward"", ""Eric"").",,brother-son,[]
4948,"[Edward] treated his father [Kyle] and sister [Robin] to a fancy dinner. [Kyle] and his daughter [Robin] like to read poems together. [Robin]'s mom, [Lisa] got ready for the party.","('Lisa', 'Kyle')",grandfather,"son(""Kyle"", ""Edward""). father(""Edward"", ""Kyle""). daughter(""Kyle"", ""Robin""). father(""Robin"", ""Kyle""). sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward""). mother(""Robin"", ""Lisa""). daughter(""Lisa"", ""Robin"").",,mother-father,[]
5064,[Barry] brought home straight A's to his father [Henry]. [Darnell] brought home straight C's to his father [Henry]. [Barry] went skiing with his brother [Darnell]. [Darnell]'s sister [Verdie] watched from the ski lodge.,"('Verdie', 'Barry')",brother,"father(""Barry"", ""Henry""). son(""Henry"", ""Barry""). father(""Darnell"", ""Henry""). son(""Henry"", ""Darnell""). brother(""Barry"", ""Darnell""). brother(""Darnell"", ""Barry""). sister(""Darnell"", ""Verdie"").",,brother-brother,[]
5069,"[Barbara] was talking about food with her sister [Lisa]. [Lisa] loves her grandfather, [Kyle], very much. He loves her too, and they spend time together every chance they get. [Kyle] and his son [Eric] are playing in the park with [Eric]'s daughter [Lisa].","('Barbara', 'Kyle')",grandfather,"sister(""Barbara"", ""Lisa""). grandfather(""Lisa"", ""Kyle""). granddaughter(""Kyle"", ""Lisa""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric"")",,sister-grandfather,
5070,[Kristen] and her son [Jeffery] were taking a walk through the park when suddenly [Kristen]'s father [Kyle] called. [Kristen] and her daughter [Dionne] went to the park. [Dionne] did not invite her brother [Jeffery] to go to the park.,"('Jeffery', 'Kyle')",grandfather,"son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). father(""Kristen"", ""Kyle""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). brother(""Dionne"", ""Jeffery""). sister(""Jeffery"", ""Dionne"")",,mother-father,
5083,"[Eric] took his sister [Theresa] out to dinner for her birthday. [Kyle] took his son [Eric] to batting practice with his baseball team, but had to leave him there alone for an hour to pick up his daughter [Theresa]. [Darnell] went to [Theresa]'s house for dinner.","('Darnell', 'Eric')",uncle,"sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). daughter(""Kyle"", ""Theresa""). father(""Theresa"", ""Kyle"").",,mother-brother,[]
