id,story,query,target,f_comb
103,[Michelle] is looking for a good gift for her sister [Amanda]. [Amanda] and her brother [Eddie] were having a wonderful time at Disneyland. [Henry] took his daughter [Amanda] out for nachos. [Henry]'s son [Eddie] played with his friend instead.,"('Michelle', 'Eddie')",brother,sister-brother
104,[Amanda] and her sister [Michelle] are the only children in their family. [Henry] walked his daughters [Amanda] and [Michelle] to school. [Kyle] enjoys watching movies with his son's daughter. Her name is [Amanda].,"('Michelle', 'Kyle')",grandfather,sister-grandfather
105,"[Kyle] took his granddaughter [Amanda] for ice cream. [Eddie], [Amanda]'s brother, stayed home. [Eddie] went his grandfather [Kyle] to the park to look for birds. [Kyle] and his wife, [Karen], went out to the movies for a date.","('Karen', 'Eddie')",grandson,husband-grandson
106,[Constance] needed to go to the store. [Constance] asked her sister [Margaret] for a ride. [Margaret] is looking for a good gift for her sister [Raquel]. [Casey] enjoys the company of his sibling [Margaret]. [Raquel] and her sister [Constance] played golf together. [Raquel] won easily.,"('Casey', 'Raquel')",sister,sister-sister
107,"[Eric] met his son [Carl] for dinner. Unfortunately [Eric]'s son [Arthur] could not attend. [Arthur] adores his Grandmother, [Karen]. [Carl] likes to watch boxing with his brother. His name is [Arthur].","('Karen', 'Carl')",grandson,grandson-brother
108,"[Eddie]'s mother, [Theresa], has no time for him anymore. She's too busy with her new son, [Darnell]. [Darnell] and his brother [Eddie] are fighting again. [Kyle] is retired and likes to ride his golf cart around the beach. His grandson [Darnell] stayed with him all summer and he loved riding in the golf cart.","('Eddie', 'Kyle')",grandfather,brother-grandfather
109,[Kristen] loves to make cookies for her son. His name is [Benny]. [Kristen] and her daughter [Patty] went shopping together last Monday and they bought new shoes for [Kristen]'s kids. [Benny] and his sister [Patty] stood in line at the fair. [Benny] took his brother [Ronald] out to get drinks after a long work week.,"('Patty', 'Ronald')",brother,brother-brother
110,"[Karen] favors her granddaughter, [Sarah]. This makes [Sarah]'s brother, [Benny], very jealous. [Patty] and her grandmother [Karen] like to quilt together on Sunday afternoons. [Sarah] took her younger sister [Patty] to the carnival last weekend.","('Karen', 'Benny')",grandson,granddaughter-brother
111,"[Raquel] and her brother [Casey] took her grandmother [Karen] to the store to buy a new dress. [Karen] and her husband [Kyle] just celebrated 10 years of marriage. [Karen] loves her grandson, [Casey], and he loves her too.","('Kyle', 'Casey')",grandson,wife-grandson
112,"[Karen] always enjoys story time when the books are read by her grandma [Raquel]. [Raquel] called [Margaret], her sister, to see if she wanted to go out to eat. [Karen] and her husband [Kyle] always make sure they have a date night every month. At the age of 89, [Karen] has lived long enough to have experienced happines many times over. She has had three children, and 7 grandchildren. Her favorite among her grandchildren was her granddaughter [Margaret], who is an adventerous girl with a willful spirit.","('Kyle', 'Raquel')",granddaughter,wife-granddaughter
113,"[Raquel] has always had an estranged relationship with her grandfather, [Kyle]. [Kyle] took his wife [Karen] shopping on Sunday and his granddaughter [Margaret] went with them. [Margaret] took her sister [Raquel] out for dinner to celebrate her birthday.","('Karen', 'Margaret')",granddaughter,husband-granddaughter
114,[Patty] and her brother [Ronald] were having a wonderful time at Disneyland. [Ronald] likes to go fishing with his sister. Her name is [Sarah]. [Kristen] took her son [Ronald] to the grocery store. [Kristen]'s daughter [Sarah] stayed home instead.,"('Patty', 'Sarah')",sister,brother-sister
115,"[Karen]'s daughter, [Kristen], and her husband [Kyle] helped her weed the garden. [Theresa] and her mother [Karen] had a coffee date, and [Theresa]'s sister [Kristen] showed up in the middle of it.","('Kyle', 'Kristen')",daughter,wife-daughter
116,"[Kristen] took her daughter [Sarah] to the store to find her some new boots for the cold winter weather. [Sarah] asked her grandmother, [Karen], if she wanted anything brought in to eat. [Sarah]'s brother, [Ronald], was making a trip to the sandwich shop. [Ronald] was so excited to introduce his new girlfriend to his mother, [Kristen].","('Karen', 'Ronald')",grandson,granddaughter-brother
117,"[Allen] went to the park with his father, [Eric]. [Allen] went to the baseball game with his brother [Carl]. [Kyle]'s grandson [Allen] likes to play with legos. [Kyle] was delighted to watch his son [Eric] steal third base in the Championship baseball game.","('Kyle', 'Carl')",grandson,grandson-brother
118,"[Ronald]'s sister [Sarah] made a bouquet for [Ronald]'s grandfather, [Kyle]. [Kyle] took his granddaughter [Patty] to the zoo for her birthday and afterwards they went to the park. [Patty] went on a vacation with her brother [Ronald].","('Kyle', 'Sarah')",granddaughter,grandson-sister
119,"[Edward] and his daughter [Sarah] spent Father's Day together. [Sarah] took her dad out to a sports bar, and they had a great time watching football and drinking beer there. [Karen]'s son, [Edward], was busy with school activities and forgot to meet his sister. [Patty] and her sister [Sarah] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Karen]'s granddaughter [Sarah] had a math test to study for and [Karen] helped her.","('Karen', 'Patty')",granddaughter,granddaughter-sister
120,[Kyle] is one of granddaughter and grandfather is [Sarah] [Kyle] and his wife [Karen] are going to be at the play. [Kyle] asked his granddaughter [Patty] to take him to a doctor's appointment. [Patty] asked her sister [Sarah] to come along but she said she could n't make it.,"('Karen', 'Sarah')",granddaughter,husband-granddaughter
121,"[Sarah] and her sister [Patty] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Kristen] and her daughter [Sarah] are going to the cafe for lunch. [Edward] said he'll pick up his wife [Kristen] when they're done [Kristen] is married to Thomas and when she was 24, the couple welcomed [Patty] into the world.","('Edward', 'Sarah')",daughter,wife-daughter
122,"[Vernon] is supporting his daughters, [Constance] and [Raquel] while they are in school. [Constance] took her grandfather [Kyle] and sister [Raquel] on a hiking trip two weekends ago.","('Kyle', 'Raquel')",granddaughter,granddaughter-sister
123,"[Karen] and her granddaughter [Barbara] were in the kitchen, gossiping. [Kyle] came in and looked at [Karen], and asked his wife who they were talking about. [Michael] and his sister [Barbara] love going to the movies. Sometime [Michael] invites his grandmother [Karen]","('Kyle', 'Barbara')",granddaughter,wife-granddaughter
124,[Theresa] went with her husband [Henry] to the park to watch the sunset. [Eddie] asked his father [Henry] if he could stay home from school because he was sick. [Henry] checked on his son [Darnell] to see if he had a fever. [Theresa] likes taking her son [Eddie] to school.,"('Darnell', 'Eddie')",brother,father-son
125,"[Marlene] went to the park to feed birds with her grandfather [Kyle]. [Barbara] is n't very close to her grandfather, [Kyle]. They're like strangers. [Arthur] liked to play games with his sister, [Barbara]. [Marlene] and her sister [Barbara] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while.","('Arthur', 'Kyle')",grandfather,sister-grandfather
126,"[Eric] and his son [Allen] went to the park to look for different kinds of birds. [Eric] has always been strict with his daughter, [Barbara]. He feels it will help her become a disciplined adult. [Eric] bought a book for his son [Arthur]. [Allen] and his brother [Arthur] are constantly trying to one up each other.","('Allen', 'Barbara')",sister,father-daughter
127,"[Henry] has been a lovely father of [Darnell] and has a wife named [Theresa] who is always there for him. [Christine] and her husband [Darnell] went to the shopping mall. [Darnell] wanted to buy his mother, [Theresa], a Christmas present.","('Theresa', 'Christine')",daughter-in-law,son-wife
128,[Kristen] could n't wait to pick up her husband [Edward] at the airport. [Ronald] and his brother [Benny] are looking for a good gift for [Benny]'s mother [Kristen]. [Kristen] took her son [Ronald] to the football game.,"('Edward', 'Ronald')",son,wife-son
129,"[Raquel] and her brother [Casey] were having a wonderful time at Disneyland. [Raquel]'s father, [Vernon], and her husband [Drew] went to the store to pick up some more beer. [Vernon] is taking his son [Casey] on a camping trip for the weekend.","('Drew', 'Vernon')",father-in-law,wife-father
130,"[Ronald] was angry with his brother [Benny] for forgetting to pick him up from school. [Edward]'s son, [Benny], had been misbehaving, so [Edward] had to spank him. [Edward] went to pick up his son [Ronald] from the baseball practice. [Theresa] ca n't wait to go to Australia with her nephew [Benny].","('Edward', 'Theresa')",sister,son-aunt
131,"[Darnell] could n't wait to introduce his new son to his uncle, [Edward]. [Theresa] read her son [Darnell] a bedtime story every night. [Henry] wanted his son, [Darnell], to go fishing with him. [Henry] asked his brother [Edward] to help him fix his car and he said he would after he got off work.","('Theresa', 'Edward')",brother,son-uncle
132,[Theresa] and her son [Eddie] were waiting on his sister [Amanda] to come out of band practice. [Eddie] and his dad [Henry] went to the mall to buy a birthday present for [Theresa]. It was also a Mother's Day gift.,"('Theresa', 'Amanda')",daughter,son-sister
133,"[Kyle] bought his granddaughter [Raquel] a very nice dress. This made [Raquel]'s sister [Constance] very jealous. [Karen] and her husband [Kyle] went out to dinner. [Constance], [Kyle]'s granddaughter, came with them.","('Karen', 'Constance')",granddaughter,husband-granddaughter
134,"[Eric] is helping his son study. His name is [Allen]. [Barbara] is the proud daughter of [Eric]. [Barbara] also has a brother named [Allen]. [Robin] has been married to her husband [Eric] for 50 years, and they rarely had any arguments.","('Robin', 'Allen')",son,husband-son
135,"[Serena] and her husband [Allen] went to New York for the holidays, and had a great time there. [Barbara] and her brother [Allen] went to the diner to eat yummy food together. [Robin] decided to take her son [Allen] out to have Mexican food for Dinner. [Allen] enjoyed spending time with his mother. [Robin] is ready to dye Easter eggs with [Barbara]!","('Serena', 'Robin')",mother-in-law,husband-mother
136,"[Shirley] was so proud of her daughter [Raquel] for getting straight A's this semester. [Raquel] called her brother, [Andrew], up to see how he was doing after surgery. [Shirley] read her son [Andrew] a bedtime story every night. [Vernon] wanted his son, [Andrew], to go fishing with him.","('Raquel', 'Vernon')",father,brother-father
137,"[Barbara] was sick. He stayed home from school and his grandmother, [Karen], watched him. She made him chicken soup to feel better. [Robin] and her daughter [Barbara] went out for ice cream. [Robin] got a cone and [Barbara] got a sundae. [Karen] sat anxiously in the airport terminal, waiting to see her son [Vernon] walk through the gate. [Karen] was so proud of her daughter [Robin] for getting straight A's this semester.","('Robin', 'Vernon')",brother,mother-son
