id,story,query,target,parse,gender,f_comb
439,[Robin] loved to care for her newborn child [Allen]. [Eric] had a great meal with his son [Allen] and daughter [Barbara] [Allen] and his sister [Barbara] were hoping for a snow day.,"('Robin', 'Barbara')",daughter,"child(""Robin"", ""Allen""). mother(""Allen"", ""Robin""). son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). daughter(""Eric"", ""Barbara""). father(""Barbara"", ""Eric""). sister(""Allen"", ""Barbara""). brother(""Barbara"", ""Allen"").",,son-sister
450,[Henry] was so proud that his son [John] won the science fair! [Henry] was eating dinner at his sister [Shirley]'s house when his daughter [Christine] called and said she needed a ride home from band practice. [Christine] and her brother [John] sat down together to clip coupons.,"('Shirley', 'Christine')",niece,"son(""Henry"", ""John""). father(""John"", ""Henry""). sister(""Henry"", ""Shirley""). brother(""Shirley"", ""Henry""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). brother(""Christine"", ""John""). sister(""John"", ""Christine"").",,brother-daughter
451,"[Benny] id [Kristen]'s only child. They have a really strong bond. They spend a lot of their free time together. [Dorothy] and her husband [Benny] went to a resort for the weekend, and had a wonderful time. [Benny] and his brother [Lonnie] wanted to go to the arcade. [Lonnie] asked his mother, [Kristen], if they could, and she said yes.","('Dorothy', 'Kristen')",mother-in-law,"son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). husband(""Dorothy"", ""Benny""). wife(""Benny"", ""Dorothy""). brother(""Benny"", ""Lonnie""). mother(""Lonnie"", ""Kristen"").",,husband-mother
453,"[Theresa] spent the day at the beach with her husband [Henry] and her daughter [Christine]. [Christine] is on a bowling team with her husband, [Darnell] and her father, [Henry]. They play every Saturday.","('Henry', 'Darnell')",son-in-law,"husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). father(""Christine"", ""Henry"").",,daughter-husband
473,"[Allen] and his mother, [Robin], drove to the elementary school. [Robin]'s daughter, [Barbara], had finished her first day, and they wanted to pick her up, and see how her day had been. [Barbara] wanted her brother [Allen] to go to the park and play. Since Benajmin is under 13, he had to ask his grandfather [Kyle] if he could go to the park.","('Kyle', 'Barbara')",granddaughter,"son(""Robin"", ""Allen""). mother(""Allen"", ""Robin""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). brother(""Barbara"", ""Allen""). sister(""Allen"", ""Barbara""). grandson(""Kyle"", ""Benjamin""). grandfather(""Benjamin"", ""Kyle"").",,grandson-sister
475,"[Kyle] is the proud father of [Robin]. [Robin] is the mother of [Allen] the traitor. [Kyle] spends every weekend teaching his grandson, [Allen] how to do different construction projects. [Marlene] was playing in the sandbox with her brother [Allen].","('Marlene', 'Kyle')",grandfather,"father(""Kyle"", ""Robin""). mother(""Robin"", ""Allen""). son(""Robin"", ""Allen""). grandfather(""Kyle"", ""Allen""). grandson(""Allen"", ""Kyle""). brother(""Marlene"", ""Allen""). sister(""Allen"", ""Marlene"").",,brother-grandfather
480,"[Barbara] took her younger sister [Marlene] to the carnival last weekend. [Marlene]'s husband, [Michael] is out of town so she is staying with her mother, [Robin]. [Robin] and her daughter [Barbara] were on vaction.","('Michael', 'Robin')",mother-in-law,"sister(""Barbara"", ""Marlene""). sister(""Marlene"", ""Barbara""). husband(""Marlene"", ""Michael""). wife(""Michael"", ""Marlene""). mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin"").",,wife-mother
502,"[Eric] is picking up his niece [Christine] from school today because her parents are both working. [Theresa] is married to Thomas and when she was 24, the couple welcomed [Christine] into the world. [Eric]'s sister [Theresa] wanted [Eric]'s daughter, [Barbara], to go with them to the theatre.","('Theresa', 'Barbara')",niece,"niece(""Eric"", ""Christine""). uncle(""Christine"", ""Eric""). parents(""Christine"", [""Theresa"", ""Thomas""]). child(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). father(""Christine"", ""Thomas""). husband(""Theresa"", ""Thomas""). wife(""Thomas"", ""Theresa""). sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric""). daughter(""Eric"", ""Barbara""). father(""Barbara"", ""Eric"").",,brother-daughter
517,"[Barry] has a sibling who is much younger than he is. They get along well and his name is [Eddie]. [Eddie]'s father, [Henry], bought him some ice cream. [Barry] got coffee for his wife [Amanda] and his father [Henry].","('Amanda', 'Henry')",father-in-law,"brother(""Barry"", ""Eddie""). father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). wife(""Barry"", ""Amanda""). husband(""Amanda"", ""Barry""). father(""Barry"", ""Henry""). son(""Henry"", ""Barry"").",,husband-father
524,[Kristen] was furious. The house was a wreck and she knew it was her son [Jeffery]'s fault. His sister [Dionne] would never be this messy. [Dionne] was celebrating her birthday with her mother [Kristen]. [Dionne] went with her husband [Ronald] to the park to watch the sunset.,"('Ronald', 'Kristen')",mother-in-law,"son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). sister(""Jeffery"", ""Dionne""). brother(""Dionne"", ""Jeffery""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). husband(""Dionne"", ""Ronald""). wife(""Ronald"", ""Dionne"").",,wife-mother
534,"[Eric] was excited to finally spend some one on one time with his daughter [Barbara]. [Barbara] and her sister [Marlene] were fighting. They never fight long though, and they made up the next day. [Barbara] and her husband [Carl] are getting divorced. Their kids are grown, and they find that they have little in common anymore. [Eric] was so proud of his daughter, [Marlene], graduating at the top of her class.","('Eric', 'Carl')",son-in-law,"daughter(""Eric"", ""Barbara""). sister(""Barbara"", ""Marlene""). husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). daughter(""Eric"", ""Marlene"").",,daughter-husband
540,[Eric] and his sister [Kristen] are decorating for a party. [Kristen]'s daughter [Dionne] thinks the party will be fun. [Edward] loves dancing with his wife. Her name is [Kristen]. [Dionne] realized that her father [Edward] was gay.,"('Eric', 'Dionne')",niece,"brother(""Eric"", ""Kristen""). sister(""Kristen"", ""Eric""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen""). father(""Dionne"", ""Edward"").",,sister-daughter
554,"[Jeffery]'s mother [Kristen] secretly put money away for him to go on a trip next fall. [Kristen] was sad she would n't be able to spend Christmas with her daughter, [Dionne]. [Dionne] had to stay home to care for her brother, [Jeffery]. [Patty] and her husband [Jeffery] will be celebrating 30 years of marriage this month.","('Patty', 'Kristen')",mother-in-law,"mother(""Jeffery"", ""Kristen""). daughter(""Kristen"", ""Dionne""). brother(""Dionne"", ""Jeffery""). husband(""Patty"", ""Jeffery""). wife(""Jeffery"", ""Patty"").",,husband-mother
562,"[Robin] and her daughter [Serena] were on vaction. [Karen] is so proud of [Serena] who is the sister of her grandson. [Serena] and her sister [Marlene] were fighting. They never fight long though, and they made up the next day. [Karen] is ready to dye Easter eggs with [Robin]!","('Marlene', 'Karen')",grandmother,"daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). sister(""Serena"", ""Marlene""). sister(""Marlene"", ""Serena""). grandson(""Karen"", ""Unnamed""). grandmother(""Unnamed"", ""Karen"").",,sister-grandmother
565,[Eddie] and his brother [John] played at jacks. [Eddie] and his wife [Verdie] hosted Thanksgiving dinner at their house this year. [Eddie] also invited his mother [Theresa]. [John] went to [Theresa]'s house for dinner.,"('Verdie', 'Theresa')",mother-in-law,"brother(""Eddie"", ""John""). wife(""Eddie"", ""Verdie""). husband(""Verdie"", ""Eddie""). mother(""Eddie"", ""Theresa""). son(""Theresa"", ""Eddie"").",,husband-mother
570,"[Robin] takes her daughter [Marlene] to the movies for her birthday. [Marlene]'s sister [Serena] ca n't come too since she has to work. [Allen] and his wife, [Serena], decided to play bingo with [Serena]'s mother, [Robin].","('Allen', 'Robin')",mother-in-law,"daughter(""Robin"", ""Marlene""). sister(""Marlene"", ""Serena""). wife(""Allen"", ""Serena""). husband(""Serena"", ""Allen""). mother(""Serena"", ""Robin"").",,wife-mother
571,[Kristen] liked to play hide and seek with her son [Lonnie]. [Kristen]'s son called [Jeffery] is good and intelligent boy [Jeffery] looked up to his older brother named [Lonnie]. [Lonnie] was very strong and quite brave and that's the reason [Jeffery] admires him. [Eric] was in the backyard throwing the baseball around with his uncle [Lonnie].,"('Kristen', 'Eric')",brother,"son(""Kristen"", ""Lonnie""), mother(""Lonnie"", ""Kristen""), son(""Kristen"", ""Jeffery""), mother(""Jeffery"", ""Kristen""), brother(""Lonnie"", ""Jeffery""), brother(""Jeffery"", ""Lonnie""), uncle(""Eric"", ""Lonnie""), nephew(""Lonnie"", ""Eric"").",,son-uncle
574,"[Andrew]'s sister, [Stacy], was so happy to have him home. He was home from college. [James] met his brother [Andrew] for drinks after work. [Vernon]'s son, [James], had been misbehaving, so [Vernon] had to spank him. [James] made dinner reservations for his sister [Stacy].","('Vernon', 'Stacy')",daughter,"sister(""Andrew"", ""Stacy""), brother(""Stacy"", ""Andrew""), brother(""James"", ""Andrew""), brother(""Andrew"", ""James""), son(""Vernon"", ""James""), father(""James"", ""Vernon"") sister(""James"", ""Stacy""), brother(""Stacy"", ""James"").",,son-sister
575,"[Theresa] and her sister [Kristen] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Eric] and her sister [Theresa] decided to take a trip to Mexico together. [Serena] was ill, that's why she could n't go to school. She was with her mother [Eric] all day. [Eric] is one of [Kristen]'s brothers. They have lots of fun together.","('Kristen', 'Serena')",niece,"sister(""Theresa"", ""Kristen""). sister(""Kristen"", ""Theresa""). sister(""Eric"", ""Theresa""). sister(""Theresa"", ""Eric""). mother(""Serena"", ""Eric""). daughter(""Eric"", ""Serena""). brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen"").",,brother-daughter
576,"[Robin] loved to play dress-up with her daughter [Serena]. [Karen] is married to Thomas and when she was 24, the couple welcomed [Robin] into the world. [Vernon] is picking up his niece [Serena] from school today because her parents are both working. [Robin] borrowed some money from her brother [Vernon].","('Karen', 'Vernon')",son,"daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). wife(""Karen"", ""Thomas""). husband(""Thomas"", ""Karen""). child(""Karen"", ""Robin""). child(""Thomas"", ""Robin""). parents(""Robin"", ""Karen"", ""Thomas""). niece(""Vernon"", ""Serena""). uncle(""Serena"", ""Vernon""). brother(""Robin"", ""Vernon""). sister(""Vernon"", ""Robin"").",,daughter-brother
580,"[Eric] found his daughter, [Lisa], drunk and alone on the bathroom floor. [Lisa] needed to go to the store. [Lisa] asked her sister [Marlene] for a ride. [Kristen] was more than happy to help her sister by watching her child [Lisa]. [Marlene] realized that her father [Eric] was gay.","('Eric', 'Kristen')",sister,"daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa""). child(""Kristen"", ""Lisa""), mother(""Lisa"", ""Kristen""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene"").",,daughter-aunt
589,"[Kyle] taught his daughter, [Robin], how to ride a bike. [Kyle] and his daughter [Kristen] are planning a trip to the mountains. They have n't been in almost 10 years. [Robin] went out to dinner with her sister [Kristen], and [Kristen]'s daughter [Dionne].","('Robin', 'Dionne')",niece,"daughter(""Kyle"", ""Robin""). father(""Robin"", ""Kyle""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen"").",,sister-daughter
599,[Edward] loves his daughter [Dionne]. They often spend time with Tim's mother [Karen]. [Dionne] and her brother [Lonnie] sat down together to clip coupons. [Edward] is taking his son [Lonnie] out for coffee.,"('Karen', 'Dionne')",granddaughter,"daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). mother(""Tim"", ""Karen""). son(""Edward"", ""Lonnie""). brother(""Dionne"", ""Lonnie""). sister(""Lonnie"", ""Dionne""). father(""Lonnie"", ""Edward"").",,son-daughter
609,"[Drew]'s wife, [Raquel], and his father, [Vernon], had a relaxing breakfast together today. [Andrew]'s father, [Vernon], recently had a falling out with each other. [Drew] took his brother [Andrew] to Las Vegas to go gambling.","('Raquel', 'Vernon')",father-in-law,"wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew""). father(""Drew"", ""Vernon""). brother(""Drew"", ""Andrew"").",,husband-father
610,"[Drew] helped his brother, [James], study for the chemistry exam. [James] is a factory worker. He has a wonderful sister by the name of [Stacy]. [Drew] was n't sure if he actually wanted to visit his sister [Stacy]. After he thought about it, he decided to visit his brother [Andrew] instead.","('Andrew', 'Stacy')",sister,"brother(""Drew"", ""James""). brother(""James"", ""Drew""). brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew""). sister(""Drew"", ""Stacy""). sister(""James"", ""Stacy""). brother(""Stacy"", ""James""). brother(""Stacy"", ""Drew"")",,brother-sister
611,"[Robin], her daughter, [Serena], and [Serena]'s husband, [Allen], all went to the theater to see a play. The women had a good time but [Allen] was bored. [Robin] loves her daughter [Lisa]. [Lisa], however. does n't get along with her sister [Serena].","('Robin', 'Allen')",son-in-law,"daughter(""Robin"", ""Serena""). husband(""Serena"", ""Allen""). wife(""Allen"", ""Serena""). daughter(""Robin"", ""Lisa"").",,daughter-husband
624,[Marlene] and her mother [Robin] planned a surprise birthday party for [Marlene]'s husband [Michael]. [Serena] went shopping at the mall with her mother [Robin] [Serena] took her younger sister [Marlene] to the carnival last weekend.,"('Michael', 'Robin')",mother-in-law,"mother(""Marlene"", ""Robin""). husband(""Marlene"", ""Michael""). wife(""Michael"", ""Marlene""). daughter(""Robin"", ""Marlene""). sister(""Marlene"", ""Serena"").",,wife-mother
626,"[Henry] and his son, [Eddie], went deer hunting. [Eddie]'s wife, [Verdie], came along just to watch. [Eddie] bought his sister [Michelle] a video game for her birthday. She said it was her favorite game and gave him a big hug. [Henry] liked to play catch with his daughter [Michelle].","('Verdie', 'Henry')",father-in-law,"son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry""). wife(""Eddie"", ""Verdie""). husband(""Verdie"", ""Eddie""). sister(""Eddie"", ""Michelle""). brother(""Michelle"", ""Eddie""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry"").",,husband-father
